Month,State,Model,Price_Per_Unit_INR,GNP_INR,Import_Duties_INR,Units_Sold
2019-09-03,Karnataka,XPS 15,137041.17,1510649031753.65,9381.84,68
2019-09-04,Manipur,XPS 15,170759.75,877205224493.99,9602.42,61
2019-09-05,Maharashtra,XPS 15,178874.3,306182655706.43,8342.35,45
2019-09-06,Sikkim,XPS 15,127209.29,428802006793.18,9888.79,59
2019-09-07,Goa,XPS 15,121071.6,1641983148341.9,5776.88,98
2019-09-08,Goa,XPS 15,167386.61,591371330161.97,6122.8,58
2019-09-09,Meghalaya,XPS 15,131438.56,602273402877.43,8525.5,63
2019-09-10,Tamil Nadu,XPS 15,141188.8,1865799371004.43,5435.25,81
2019-09-11,Uttar Pradesh,XPS 15,143653.87,1349507683447.01,4660.48,87
2019-09-12,Telangana,XPS 15,174995.96,317184352380.28,6532.78,54
2019-09-13,West Bengal,XPS 15,159530.29,372812013250.68,6918.94,54
2019-09-14,Andhra Pradesh,XPS 15,122436.57,617498122168.53,7758.06,68
2019-09-15,Tamil Nadu,XPS 15,120888.61,1228591806870.6,7013.81,77
2019-09-16,Delhi,XPS 15,131974.09,1530368392820.78,7711.5,86
2019-09-17,Uttar Pradesh,XPS 15,139090.32,621543242561.07,7071.04,58
2019-09-18,Tamil Nadu,XPS 15,149071.43,1754219871088.43,5324.01,90
2019-09-19,Kerala,XPS 15,170270.36,307442339879.88,2214.41,57
2019-09-20,Uttar Pradesh,XPS 15,138889.07,494438419282.04,8068.99,47
2019-09-21,West Bengal,XPS 15,142592.23,1943883350171.47,1277.01,84
2019-09-22,Gujarat,XPS 15,139760.28,356015240941.95,9932.5,55
2019-09-23,Manipur,XPS 15,120537.92,1787411484675.24,8456.13,78
2019-09-24,Maharashtra,XPS 15,177312.09,1437476643267.78,7038.2,72
2019-09-25,Chhattisgarh,XPS 15,128339.75,238865472219.24,9699.46,60
2019-09-26,Himachal Pradesh,XPS 15,137260.05,1019042974909.89,6512.23,76
2019-09-27,Jharkhand,XPS 15,127758.2,1086060770975.13,1507.9,76
2019-09-28,Chhattisgarh,XPS 15,149432.59,1871065299690.09,6034.44,71
2019-09-29,Odisha,XPS 15,175929.97,900098726846.62,3494.84,73
2019-09-30,Haryana,XPS 15,126042.04,948850869382.12,4325.3,69
2019-10-01,West Bengal,XPS 15,146453.82,313719134094.12,5136.27,75
2019-10-02,Assam,XPS 15,121342.49,1314427870531.56,7971.41,105
2019-10-03,Manipur,XPS 15,166253.89,500704254189.28,5526.36,70
2019-10-04,Maharashtra,XPS 15,158473.57,247313190625.04,5272.12,72
2019-10-05,West Bengal,XPS 15,161981.92,1994146100134.51,3717.75,108
2019-10-06,Rajasthan,XPS 15,148340.18,612296293129.33,5858.85,85
2019-10-07,Assam,XPS 15,174457.98,368001013744.73,3235.52,77
2019-10-08,Manipur,XPS 15,144573.45,1429031711734.64,3348.94,88
2019-10-09,Goa,XPS 15,150845.1,1661196096251.61,7815.33,105
2019-10-10,Jharkhand,XPS 15,161717.35,221747236940.06,4082.93,77
2019-10-11,Delhi,XPS 15,151233.64,300247284192.6,1462.6,94
2019-10-12,Telangana,XPS 15,131360.14,271330264805.89,4093.1,84
2019-10-13,Assam,XPS 15,139024.24,189222676312.77,6747.15,87
2019-10-14,Karnataka,XPS 15,125537.67,1352967309405.14,8325.87,84
2019-10-15,Delhi,XPS 15,145956.81,1217795060504.79,9657.43,102
2019-10-16,Meghalaya,XPS 15,156563.53,1359332647463.87,7715.98,83
2019-10-17,Tamil Nadu,XPS 15,127111.8,1060767610220.94,4859.66,75
2019-10-18,Andhra Pradesh,XPS 15,157835.23,1653264602270.6,3692.07,105
2019-10-19,Manipur,XPS 15,173572.33,1138669774747.29,2166.67,87
2019-10-20,Uttar Pradesh,XPS 15,140263.42,1845619176119.29,6649.18,104
2019-10-21,Himachal Pradesh,XPS 15,133321.99,1022732211757.59,5588.95,85
2019-10-22,Goa,XPS 15,173580.36,1602251456302.04,7099.31,92
2019-10-23,Assam,XPS 15,161516.71,873984671998.9,3134.2,75
2019-10-24,Haryana,XPS 15,126323.69,926925400075.24,3912.8,79
2019-10-25,Punjab,XPS 15,144486.72,1713084885952.04,3628.86,99
2019-10-26,Chhattisgarh,XPS 15,160445.38,304553687179.56,8178.87,75
2019-10-27,West Bengal,XPS 15,154463.03,1173343734468.1,2541.07,90
2019-10-28,Uttar Pradesh,XPS 15,157112.83,1480039288779.69,6476.25,80
2019-10-29,Rajasthan,XPS 15,154028.11,1525799169292.4,1462.2,90
2019-10-30,West Bengal,XPS 15,167883.68,1223837701622.95,5945.75,83
2019-10-31,Mizoram,XPS 15,139225.62,951322519903.08,1575.23,103
2019-11-01,Madhya Pradesh,XPS 15,162507.74,595486643346.84,2582.89,83
2019-11-02,Nagaland,XPS 15,179464.77,1827909847172.83,2017.23,78
2019-11-03,Maharashtra,XPS 15,143397.53,802597100290.52,4120.53,94
2019-11-04,Goa,XPS 15,167462.9,1618084968213.36,4093.58,89
2019-11-05,Meghalaya,XPS 15,134766.55,160164664629.01,8437.77,77
2019-11-06,Arunachal Pradesh,XPS 15,136913.8,541121507904.56,3031.19,76
2019-11-07,Uttarakhand,XPS 15,176091.83,756611106479.83,1777.48,74
2019-11-08,West Bengal,XPS 15,121556.3,1375990720289.39,6431.61,114
2019-11-09,Maharashtra,XPS 15,133045.64,706728533607.59,7187.06,73
2019-11-10,Goa,XPS 15,148975.24,178591221556.68,3653.41,69
2019-11-11,Tamil Nadu,XPS 15,144110.86,430348280502.63,6425.33,86
2019-11-12,Tripura,XPS 15,157750.18,592414169501.72,7984.51,66
2019-11-13,Haryana,XPS 15,131563.32,434490211878.06,4127.98,76
2019-11-14,Tripura,XPS 15,124232.82,487076664268.15,5728.18,97
2019-11-15,Punjab,XPS 15,142160.0,1561018187279.37,2319.7,86
2019-11-16,Rajasthan,XPS 15,151461.31,882863923505.87,1212.82,78
2019-11-17,Andhra Pradesh,XPS 15,153720.11,869840564869.06,9832.31,83
2019-11-18,Bihar,XPS 15,156089.61,1936552039653.02,3697.58,101
2019-11-19,Gujarat,XPS 15,152919.72,948733492093.98,3510.12,71
2019-11-20,Andhra Pradesh,XPS 15,134745.12,1862550451811.55,9759.21,107
2019-11-21,Nagaland,XPS 15,165872.98,668219886611.69,7554.1,69
2019-11-22,Tamil Nadu,XPS 15,125266.82,861189893817.93,6267.68,93
2019-11-23,Bihar,XPS 15,131901.23,852938376528.18,7293.91,85
2019-11-24,Haryana,XPS 15,164362.68,1137549781397.82,7389.34,84
2019-11-25,Karnataka,XPS 15,136783.57,1210069852622.51,7870.02,88
2019-11-26,Rajasthan,XPS 15,149608.41,571437555180.31,1604.7,85
2019-11-27,Goa,XPS 15,139631.86,1607810075792.53,4715.48,91
2019-11-28,Madhya Pradesh,XPS 15,150418.87,1043399313885.91,3656.17,98
2019-11-29,Odisha,XPS 15,140799.35,113382751685.73,1635.13,85
2019-11-30,Chhattisgarh,XPS 15,179652.48,1223547203301.69,4713.39,70
2019-12-01,Odisha,XPS 15,141448.66,1616312938905.36,6545.56,85
2019-12-02,Haryana,XPS 15,157622.97,575886801849.37,2606.48,74
2019-12-03,Haryana,XPS 15,173300.59,171954917787.66,3745.24,71
2019-12-04,Uttar Pradesh,XPS 15,158276.1,1633639445736.37,6752.54,92
2019-12-05,Nagaland,XPS 15,153951.44,1954925760346.09,6213.92,89
2019-12-06,Manipur,XPS 15,154153.77,245470867863.31,8819.07,61
2019-12-07,Madhya Pradesh,XPS 15,149787.64,1882269933918.87,8121.08,87
2019-12-08,Uttarakhand,XPS 15,168454.82,782621382754.52,9690.5,68
2019-12-09,Telangana,XPS 15,123025.44,1888735256317.37,6374.74,104
2019-12-10,Karnataka,XPS 15,173107.79,1332794715604.65,7286.21,74
2019-12-11,Sikkim,XPS 15,155177.53,1791464193651.99,8744.56,95
2019-12-12,Meghalaya,XPS 15,170932.39,1593082747597.69,8559.93,70
2019-12-13,Arunachal Pradesh,XPS 15,120623.56,153195711359.19,7468.49,73
2019-12-14,Madhya Pradesh,XPS 15,172156.58,224340754417.6,5502.31,56
2019-12-15,Karnataka,XPS 15,127208.25,1098914749725.23,3458.86,102
2019-12-16,Chhattisgarh,XPS 15,163273.08,346276137705.33,8894.94,63
2019-12-17,Arunachal Pradesh,XPS 15,144991.28,975965054398.59,7989.9,90
2019-12-18,Tamil Nadu,XPS 15,160864.34,1913797567272.49,8541.16,94
2019-12-19,Gujarat,XPS 15,157691.38,660038846353.52,2267.1,74
2019-12-20,Sikkim,XPS 15,129803.79,1028934156249.91,3833.32,113
2019-12-21,Jharkhand,XPS 15,150876.83,830093297129.33,4823.97,65
2019-12-22,Madhya Pradesh,XPS 15,136633.83,1296671232071.67,8545.17,90
2019-12-23,Arunachal Pradesh,XPS 15,153626.21,468305368237.96,9035.98,68
2019-12-24,Tripura,XPS 15,164280.2,593884651255.14,3564.03,88
2019-12-25,Kerala,XPS 15,124875.5,1731658917591.62,7177.86,104
2019-12-26,Nagaland,XPS 15,150945.75,1641538825334.64,1700.33,82
2019-12-27,Goa,XPS 15,157057.79,1599460408854.22,4686.16,89
2019-12-28,Telangana,XPS 15,137722.05,1564747257704.0,5380.02,97
2019-12-29,Goa,XPS 15,177180.21,972931237577.0,7890.7,76
2019-12-30,Tripura,XPS 15,151218.17,1484892467811.2,9027.75,85
2019-12-31,Gujarat,XPS 15,130951.03,835689153957.02,4035.55,84
2020-01-01,Rajasthan,XPS 15,126467.3,291348202360.01,5749.65,98
2020-01-02,Madhya Pradesh,XPS 15,152499.57,847411819132.9,6827.03,78
2020-01-03,Goa,XPS 15,142514.3,401459784033.07,3958.19,72
2020-01-04,Uttarakhand,XPS 15,131552.83,842618193201.77,9869.84,81
2020-01-05,Bihar,XPS 15,121841.91,665107909189.48,8881.97,87
2020-01-06,Maharashtra,XPS 15,153996.0,1238405267429.06,3667.63,93
2020-01-07,Gujarat,XPS 15,155916.01,786926789447.0,5571.52,69
2020-01-08,Mizoram,XPS 15,128508.16,1440620360420.44,3077.57,102
2020-01-09,Jharkhand,XPS 15,156104.28,1073078693990.53,5630.54,93
2020-01-10,Assam,XPS 15,177118.37,1847035329179.26,7149.99,91
2020-01-11,Uttar Pradesh,XPS 15,178697.74,272948327165.74,1769.69,62
2020-01-12,Manipur,XPS 15,173309.58,1406647458418.53,8831.05,77
2020-01-13,Odisha,XPS 15,168424.71,1377554067383.08,6343.71,75
2020-01-14,Andhra Pradesh,XPS 15,132562.07,1906190440084.13,9906.43,120
2020-01-15,Uttar Pradesh,XPS 15,129386.11,805948547382.94,1230.32,91
2020-01-16,Himachal Pradesh,XPS 15,146696.86,680332142453.11,8483.49,71
2020-01-17,Mizoram,XPS 15,157177.91,427547544005.95,8127.67,80
2020-01-18,Bihar,XPS 15,171040.72,604048179175.06,2195.67,75
2020-01-19,Sikkim,XPS 15,133917.78,1053592468234.76,4017.75,76
2020-01-20,Haryana,XPS 15,148778.87,1691654627723.96,8963.17,98
2020-01-21,Punjab,XPS 15,158846.41,640144546613.22,5666.09,60
2020-01-22,Telangana,XPS 15,146735.63,399710021649.04,4611.53,82
2020-01-23,Himachal Pradesh,XPS 15,147251.62,617044095040.92,9149.47,84
2020-01-24,Bihar,XPS 15,133507.03,291761252554.12,1840.1,76
2020-01-25,Maharashtra,XPS 15,179199.65,1860721290985.19,5258.11,99
2020-01-26,Goa,XPS 15,148511.6,1757985888842.27,6871.37,106
2020-01-27,Arunachal Pradesh,XPS 15,151964.52,686134262271.79,6476.87,88
2020-01-28,Uttar Pradesh,XPS 15,133113.56,569276850270.55,3378.49,104
2020-01-29,Uttarakhand,XPS 15,150848.2,1820254896723.34,6069.82,103
2020-01-30,Karnataka,XPS 15,135320.97,103366707509.82,7377.06,80
2020-01-31,Jharkhand,XPS 15,132140.18,1241097303183.56,6263.97,100
2020-02-01,Mizoram,XPS 15,136543.34,1840407145796.77,7160.16,80
2020-02-02,Odisha,XPS 15,120165.58,1066259228922.07,3304.71,81
2020-02-03,Nagaland,XPS 15,154209.07,105637223239.3,8495.64,44
2020-02-04,Manipur,XPS 15,143248.8,515855715831.8,5047.21,59
2020-02-05,Nagaland,XPS 15,173921.34,1852639028394.67,9885.01,71
2020-02-06,Delhi,XPS 15,122442.43,132342605941.68,1209.57,72
2020-02-07,Mizoram,XPS 15,122592.02,850081555520.08,4422.84,77
2020-02-08,Manipur,XPS 15,173152.41,1600514980032.66,2624.28,76
2020-02-09,Telangana,XPS 15,127598.68,1692372888001.51,6000.49,72
2020-02-10,Punjab,XPS 15,120129.61,1007455071994.47,3188.85,75
2020-02-11,Punjab,XPS 15,130734.83,541719128292.42,7637.3,67
2020-02-12,Tripura,XPS 15,169432.57,1239438963603.7,8936.79,59
2020-02-13,Meghalaya,XPS 15,168162.84,601178259958.87,2897.96,62
2020-02-14,Jharkhand,XPS 15,140407.93,585002090192.24,2446.1,66
2020-02-15,Madhya Pradesh,XPS 15,160081.86,1634439550454.32,8878.21,68
2020-02-16,Gujarat,XPS 15,150434.98,393105087063.56,4251.45,56
2020-02-17,Rajasthan,XPS 15,174284.1,110490808963.78,4911.25,39
2020-02-18,Tamil Nadu,XPS 15,123385.41,739872912311.11,2988.73,74
2020-02-19,Delhi,XPS 15,168790.75,1032850514490.56,4827.83,67
2020-02-20,Chhattisgarh,XPS 15,130235.92,1439652744601.12,3081.7,81
2020-02-21,Assam,XPS 15,143497.25,1584118989448.15,6993.35,79
2020-02-22,Punjab,XPS 15,131517.43,1360686501153.9,5489.89,82
2020-02-23,Telangana,XPS 15,162156.86,1290366872602.16,8092.54,56
2020-02-24,Madhya Pradesh,XPS 15,160699.57,1364922572406.93,3814.55,74
2020-02-25,West Bengal,XPS 15,152873.86,615900383404.09,5550.36,65
2020-02-26,Mizoram,XPS 15,161889.78,826486513632.68,3335.71,59
2020-02-27,Arunachal Pradesh,XPS 15,158373.89,1271229351899.17,9410.27,60
2020-02-28,Tripura,XPS 15,166586.52,224584254672.55,5697.42,52
2020-02-29,Meghalaya,XPS 15,134364.4,661118165128.93,2561.16,73
2020-03-01,Tripura,XPS 15,145734.76,872195995039.54,3454.89,70
2020-03-02,Maharashtra,XPS 15,129097.59,1113537297422.48,1746.12,70
2020-03-03,Telangana,XPS 15,145775.61,1024316003985.83,1250.34,68
2020-03-04,Haryana,XPS 15,162101.51,1464450568492.59,5733.3,73
2020-03-05,Manipur,XPS 15,161483.47,999510683291.28,4034.11,67
2020-03-06,Delhi,XPS 15,162565.61,1817846969267.48,9673.96,71
2020-03-07,Meghalaya,XPS 15,138526.05,822604850089.59,2541.98,73
2020-03-08,Andhra Pradesh,XPS 15,159732.84,1098206241734.7,8145.21,76
2020-03-09,Karnataka,XPS 15,142047.98,106099740243.85,3843.74,56
2020-03-10,Chhattisgarh,XPS 15,176669.52,689908117247.76,3011.84,52
2020-03-11,Delhi,XPS 15,140601.98,1746488656896.59,9726.73,71
2020-03-12,Kerala,XPS 15,156181.09,733795149732.95,8223.19,62
2020-03-13,Kerala,XPS 15,165008.74,581054033331.68,6675.59,56
2020-03-14,Manipur,XPS 15,174384.45,1132720228640.22,7274.09,64
2020-03-15,Rajasthan,XPS 15,146275.72,249587187039.94,9922.43,52
2020-03-16,Uttarakhand,XPS 15,141629.11,1110049750135.76,6338.87,71
2020-03-17,Goa,XPS 15,145801.69,676965016660.16,1917.1,55
2020-03-18,Maharashtra,XPS 15,139421.78,827895490761.34,1583.8,66
2020-03-19,Tripura,XPS 15,159235.47,1603593508240.58,6999.46,73
2020-03-20,Himachal Pradesh,XPS 15,175963.01,1357731635366.82,6918.41,60
2020-03-21,Uttar Pradesh,XPS 15,127564.26,947601576935.3,7733.56,63
2020-03-22,Arunachal Pradesh,XPS 15,153655.32,1197280994861.38,1979.01,69
2020-03-23,Haryana,XPS 15,173858.92,1557031635108.44,9504.12,65
2020-03-24,West Bengal,XPS 15,126006.87,1516989115872.76,5960.43,92
2020-03-25,Chhattisgarh,XPS 15,149631.92,452111250047.24,6846.0,56
2020-03-26,Odisha,XPS 15,171913.78,671746521798.49,1313.67,66
2020-03-27,Tripura,XPS 15,174027.13,761650168835.45,9648.77,48
2020-03-28,Sikkim,XPS 15,150861.13,456330351009.51,6063.33,60
2020-03-29,West Bengal,XPS 15,121497.11,123106762611.98,6070.27,65
2020-03-30,Rajasthan,XPS 15,126338.35,430537810698.74,9492.0,70
2020-03-31,Odisha,XPS 15,155203.0,1635664221454.83,9364.15,73
2020-04-01,Odisha,XPS 15,127431.52,1137248857645.7,2982.69,74
2020-04-02,Chhattisgarh,XPS 15,128965.07,749150251275.64,9379.89,69
2020-04-03,Tripura,XPS 15,166327.03,1255854446695.98,7629.59,69
2020-04-04,Odisha,XPS 15,165041.52,1505684838158.9,1170.11,69
2020-04-05,Uttar Pradesh,XPS 15,170566.37,773412787739.64,3158.59,58
2020-04-06,Madhya Pradesh,XPS 15,126344.11,985542198916.45,4716.82,73
2020-04-07,Himachal Pradesh,XPS 15,131888.69,222005111673.22,6245.4,69
2020-04-08,Himachal Pradesh,XPS 15,169977.69,1234472018803.71,7311.97,68
2020-04-09,Tamil Nadu,XPS 15,163265.26,777173481549.15,2891.89,71
2020-04-10,Uttar Pradesh,XPS 15,168357.37,923694930441.5,8530.3,58
2020-04-11,Madhya Pradesh,XPS 15,179384.74,902941174099.16,8611.44,57
2020-04-12,Manipur,XPS 15,171865.9,1301577648610.83,6714.99,65
2020-04-13,Arunachal Pradesh,XPS 15,151227.8,1187684163013.51,9289.85,75
2020-04-14,Uttarakhand,XPS 15,138646.09,902001490775.48,8316.84,72
2020-04-15,Delhi,XPS 15,154180.6,132214540832.38,2994.61,48
2020-04-16,Jharkhand,XPS 15,158315.19,1279828967799.62,8188.09,68
2020-04-17,Meghalaya,XPS 15,140118.73,1771197200665.22,9578.82,79
2020-04-18,Arunachal Pradesh,XPS 15,166256.22,1562147986028.41,2238.46,77
2020-04-19,Meghalaya,XPS 15,125565.23,1965069701275.16,9808.28,63
2020-04-20,Arunachal Pradesh,XPS 15,166763.57,364243142239.36,1224.94,61
2020-04-21,Odisha,XPS 15,121919.91,522788100296.92,5699.51,68
2020-04-22,Haryana,XPS 15,149877.96,1124608183921.76,7965.04,69
2020-04-23,Uttar Pradesh,XPS 15,171686.19,548175234453.23,8113.94,55
2020-04-24,Kerala,XPS 15,125189.72,165644584435.21,7612.05,62
2020-04-25,Uttar Pradesh,XPS 15,151064.34,864347724711.5,5764.16,69
2020-04-26,Mizoram,XPS 15,129563.49,646524994892.57,6858.68,64
2020-04-27,Rajasthan,XPS 15,173688.95,601145606751.88,7299.39,57
2020-04-28,Sikkim,XPS 15,169940.73,1911028352346.07,5450.85,76
2020-04-29,Gujarat,XPS 15,176035.03,553062820904.35,6361.16,55
2020-04-30,Himachal Pradesh,XPS 15,172498.94,345921885256.06,8617.31,48
2020-05-01,Manipur,XPS 15,164193.2,338106590024.92,3815.91,49
2020-05-02,Tamil Nadu,XPS 15,131093.35,1632015739628.21,5708.86,75
2020-05-03,Punjab,XPS 15,138150.16,1458211341600.81,1076.32,83
2020-05-04,Tamil Nadu,XPS 15,149811.31,346023771577.42,7186.93,58
2020-05-05,Goa,XPS 15,155333.81,517530925835.49,2758.47,58
2020-05-06,Uttar Pradesh,XPS 15,166931.0,1519951716042.71,5329.01,66
2020-05-07,Rajasthan,XPS 15,133617.58,621771155885.77,2891.85,73
2020-05-08,Odisha,XPS 15,127696.64,1964929942798.97,1211.8,97
2020-05-09,Nagaland,XPS 15,148956.61,1127083126579.73,5348.98,66
2020-05-10,Telangana,XPS 15,129470.48,464815143779.17,4823.5,68
2020-05-11,Mizoram,XPS 15,161624.21,1731736063574.19,4826.35,85
2020-05-12,Himachal Pradesh,XPS 15,154537.85,707003537204.75,2879.26,64
2020-05-13,Mizoram,XPS 15,164466.47,648733974622.32,9524.84,65
2020-05-14,Arunachal Pradesh,XPS 15,123806.19,722138343557.85,1031.56,78
2020-05-15,Tripura,XPS 15,177881.85,1559574771623.77,9023.91,64
2020-05-16,Goa,XPS 15,120000.33,429104604460.3,7632.12,64
2020-05-17,Punjab,XPS 15,139526.54,825392982495.78,2548.65,64
2020-05-18,Punjab,XPS 15,160778.09,158582268290.38,5249.73,48
2020-05-19,Uttarakhand,XPS 15,122708.52,1670590572964.25,9899.65,77
2020-05-20,Telangana,XPS 15,125000.97,747365655983.31,6793.28,59
2020-05-21,Odisha,XPS 15,124600.89,571528547635.91,2146.39,75
2020-05-22,Jharkhand,XPS 15,154890.58,1201797160513.45,5118.78,71
2020-05-23,Punjab,XPS 15,173755.52,1439484579127.61,5213.83,70
2020-05-24,Haryana,XPS 15,153326.22,1644502470647.59,8220.37,83
2020-05-25,Uttarakhand,XPS 15,156214.28,760791396448.23,9245.47,56
2020-05-26,Goa,XPS 15,140760.1,1643371615283.23,1740.17,87
2020-05-27,Chhattisgarh,XPS 15,121124.47,983273900705.77,3826.34,86
2020-05-28,Manipur,XPS 15,121296.88,292170308335.93,3685.94,71
2020-05-29,Mizoram,XPS 15,173298.6,1707984217159.98,9964.43,66
2020-05-30,Assam,XPS 15,126154.35,1140506085998.77,6033.04,63
2020-05-31,Himachal Pradesh,XPS 15,179987.36,1244692186700.03,8918.48,56
2020-06-01,Punjab,XPS 15,129865.36,1881233412420.0,4834.3,87
2020-06-02,Punjab,XPS 15,160478.07,1162387821384.58,7504.51,57
2020-06-03,Uttar Pradesh,XPS 15,176937.33,110608708288.18,3579.27,47
2020-06-04,Chhattisgarh,XPS 15,141737.36,1754170097905.9,9206.07,85
2020-06-05,Mizoram,XPS 15,164065.99,641027052614.57,5096.32,66
2020-06-06,Karnataka,XPS 15,141051.4,1053357149489.61,8233.53,64
2020-06-07,Rajasthan,XPS 15,138296.46,489284544866.7,3302.35,61
2020-06-08,Andhra Pradesh,XPS 15,132108.24,664268780064.45,7242.44,68
2020-06-09,Himachal Pradesh,XPS 15,169256.09,1404632811327.36,4646.43,71
2020-06-10,Odisha,XPS 15,135443.22,916189366972.04,1282.95,80
2020-06-11,Manipur,XPS 15,136989.49,1291548198104.64,4717.07,72
2020-06-12,Manipur,XPS 15,179938.18,1664793813494.61,5950.19,71
2020-06-13,Haryana,XPS 15,139638.63,747561842154.06,2365.85,62
2020-06-14,Sikkim,XPS 15,145366.47,1179846072819.48,2655.22,84
2020-06-15,Sikkim,XPS 15,179403.33,1577416997408.96,5183.77,65
2020-06-16,Nagaland,XPS 15,142158.02,1458734066261.81,4084.57,73
2020-06-17,Kerala,XPS 15,141969.12,1125702528365.52,4966.66,81
2020-06-18,Bihar,XPS 15,169662.87,828428670381.97,5147.44,51
2020-06-19,Manipur,XPS 15,138715.82,874253764342.73,2260.68,74
2020-06-20,Rajasthan,XPS 15,134027.17,922956902792.9,2630.75,77
2020-06-21,Manipur,XPS 15,145392.62,762806504997.69,8633.49,72
2020-06-22,Bihar,XPS 15,162038.45,1428243706290.43,2464.47,70
2015-01-01,Uttar Pradesh,Latitude 14,70528.71,122870836755.16,9614.03,126
2015-01-02,Punjab,Latitude 14,74360.5,1570315576828.78,4968.1,161
2015-01-03,Telangana,Latitude 14,77744.62,1531576101156.01,3517.49,155
2015-01-04,Tamil Nadu,Latitude 14,66546.53,1172051607882.08,8775.12,139
2015-01-05,Telangana,Latitude 14,68819.01,496050754845.9,8599.56,137
2015-01-06,Assam,Latitude 14,67887.38,1768312526170.44,6623.59,165
2015-01-07,Jharkhand,Latitude 14,66389.51,1002643580708.49,3458.34,163
2015-01-08,Delhi,Latitude 14,79444.91,429091835190.7,9176.66,106
2015-01-09,Andhra Pradesh,Latitude 14,75014.09,915142925729.53,2605.61,129
2015-01-10,Nagaland,Latitude 14,93063.42,470342732714.08,1392.82,106
2015-01-11,Arunachal Pradesh,Latitude 14,68082.82,814414898146.86,8169.56,128
2015-01-12,Rajasthan,Latitude 14,92781.06,1043706764919.23,6072.93,132
2015-01-13,Uttar Pradesh,Latitude 14,67596.37,783811690433.89,3218.21,124
2015-01-14,Odisha,Latitude 14,83576.52,1348384120738.13,7038.06,112
2015-01-15,Arunachal Pradesh,Latitude 14,72431.91,1878243827768.03,7900.45,144
2015-01-16,Arunachal Pradesh,Latitude 14,89804.17,761483760529.23,8600.91,108
2015-01-17,Haryana,Latitude 14,66844.24,775905076289.32,3539.13,131
2015-01-18,Uttarakhand,Latitude 14,93575.24,1502774694144.3,1230.29,124
2015-01-19,Haryana,Latitude 14,66417.72,1108122769890.06,5590.35,150
2015-01-20,Tripura,Latitude 14,72233.4,914794935279.41,8704.71,140
2015-01-21,Goa,Latitude 14,78925.54,1646235558067.36,2870.39,152
2015-01-22,Punjab,Latitude 14,87681.74,1792968527663.68,4790.13,132
2015-01-23,Assam,Latitude 14,93533.38,1222114551489.65,3307.79,117
2015-01-24,Telangana,Latitude 14,77841.27,451696218235.46,1120.26,136
2015-01-25,Sikkim,Latitude 14,87719.3,985943189103.76,9086.72,112
2015-01-26,Telangana,Latitude 14,86814.88,1058304258081.46,2215.48,114
2015-01-27,Nagaland,Latitude 14,82135.07,921193978510.63,7900.9,124
2015-01-28,Manipur,Latitude 14,85727.58,598620569844.23,4119.43,128
2015-01-29,Nagaland,Latitude 14,66142.0,997411434675.32,3499.14,130
2015-01-30,Odisha,Latitude 14,78247.32,948437688985.61,9469.26,125
2015-01-31,Manipur,Latitude 14,88575.82,498037695508.68,6914.8,127
2015-02-01,Haryana,Latitude 14,79226.63,1816518239438.52,7182.3,113
2015-02-02,Telangana,Latitude 14,91205.14,1782147806610.19,7836.88,101
2015-02-03,Chhattisgarh,Latitude 14,90009.14,1543271214056.12,4068.4,101
2015-02-04,Goa,Latitude 14,90903.38,861798497463.33,6072.98,87
2015-02-05,Chhattisgarh,Latitude 14,68899.9,803649624995.06,3432.01,113
2015-02-06,Uttar Pradesh,Latitude 14,72324.23,1461284217052.33,8510.87,118
2015-02-07,Maharashtra,Latitude 14,65887.92,1255426546505.83,6393.77,120
2015-02-08,Uttarakhand,Latitude 14,94484.02,1241136815498.84,3190.66,103
2015-02-09,Meghalaya,Latitude 14,72084.14,335811902240.23,9097.83,97
2015-02-10,Kerala,Latitude 14,76012.8,1274739182561.35,6227.56,99
2015-02-11,West Bengal,Latitude 14,73247.79,1813539721134.4,5455.27,112
2015-02-12,Sikkim,Latitude 14,66193.81,263051294273.82,1310.39,97
2015-02-13,Tripura,Latitude 14,72837.74,744425468234.5,9188.22,91
2015-02-14,Uttarakhand,Latitude 14,67945.87,1067127153749.44,9570.47,98
2015-02-15,Uttarakhand,Latitude 14,76828.49,1403418040179.83,6063.39,108
2015-02-16,Tamil Nadu,Latitude 14,94004.72,270306366156.88,4982.62,69
2015-02-17,Arunachal Pradesh,Latitude 14,85947.87,1758331767248.8,4236.09,101
2015-02-18,Punjab,Latitude 14,86207.02,177036678775.49,3412.43,97
2015-02-19,Uttarakhand,Latitude 14,78595.28,1729610366933.76,6170.76,132
2015-02-20,Himachal Pradesh,Latitude 14,89339.12,152538336143.98,2152.86,83
2015-02-21,Mizoram,Latitude 14,92248.53,391694278221.98,9272.56,77
2015-02-22,Nagaland,Latitude 14,93846.5,1620615271591.98,2583.63,98
2015-02-23,Nagaland,Latitude 14,67969.71,1734312430687.18,7709.62,122
2015-02-24,Gujarat,Latitude 14,91389.32,1966305075643.83,3761.99,106
2015-02-25,Andhra Pradesh,Latitude 14,71752.49,319858173852.98,3034.64,107
2015-02-26,Mizoram,Latitude 14,76918.01,1100257120572.2,6020.82,107
2015-02-27,Odisha,Latitude 14,75364.32,246596070425.41,7886.12,89
2015-02-28,Meghalaya,Latitude 14,85253.9,397174489331.31,7540.63,92
2015-03-01,Chhattisgarh,Latitude 14,82937.74,431538330022.09,3103.81,95
